Churn,customer_gender_is_Male,customer_is_SeniorCitizen,customer_has_Partner,customer_has_Dependents,customer_tenure,phone_has_PhoneService,phone_has_MultipleLines,internet_has_StreamingMovies,internet_has_DeviceProtection,internet_has_OnlineBackup,internet_has_OnlineSecurity,internet_has_StreamingTV,internet_has_TechSupport,internet_Service_dsl,internet_Service_fiber_optic,internet_Service_no,account_is_PaperlessBilling,account_Charges_Monthly,account_Charges_Daily,account_Charges_Total,account_Payment_bank_transfer_(automatic),account_Payment_credit_card_(automatic),account_Payment_electronic_check,account_Payment_mailed_check,account_Contract_month-to-month,account_Contract_one_year,account_Contract_two_year
0,0,0,1,0,68,1,1,0,1,1,1,0,1,1,0,0,0,70.9,2.3633333333333337,4911.35,0,1,0,0,0,0,1
0,1,1,1,0,7,1,1,0,0,0,0,0,0,0,1,0,1,75.4,2.5133333333333336,533.05,0,0,1,0,1,0,0
1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,1,69.25,2.308333333333333,418.4,0,0,0,1,1,0,0
0,0,1,0,0,41,1,1,1,1,1,0,1,0,0,1,0,1,104.4,3.48,4133.95,0,0,1,0,1,0,0
0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,74.95,2.4983333333333335,151.75,0,0,1,0,1,0,0
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,25.4,0.8466666666666666,25.4,0,0,0,1,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,20.25,0.675,20.25,0,0,0,1,1,0,0
0,1,0,0,0,3,1,0,1,1,1,0,1,1,0,1,0,1,107.95,3.5983333333333336,318.6,0,0,1,0,1,0,0
1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,45.6,1.52,45.6,0,0,1,0,1,0,0
1,1,0,1,1,29,1,1,1,1,0,0,0,0,0,1,0,1,89.2,2.9733333333333336,2698.35,0,0,1,0,1,0,0
0,1,0,1,0,17,1,0,1,1,0,0,1,0,0,1,0,1,96.65,3.2216666666666667,1588.25,1,0,0,0,0,1,0
0,1,0,1,0,37,1,0,0,0,0,0,0,0,0,0,1,0,20.35,0.6783333333333333,697.65,1,0,0,0,1,0,0
0,0,0,1,0,22,1,0,0,1,1,0,0,0,1,0,0,1,54.7,1.8233333333333335,1178.75,0,0,0,1,1,0,0
0,0,0,0,0,68,1,1,1,1,1,1,1,1,1,0,0,1,88.15,2.9383333333333335,6148.45,0,0,1,0,0,0,1
0,0,0,1,1,72,1,1,1,0,1,0,1,1,1,0,0,1,78.95,2.631666666666667,5730.15,0,0,1,0,0,0,1
1,0,0,1,1,30,0,0,1,0,0,0,1,1,1,0,0,0,51.2,1.7066666666666668,1561.5,0,1,0,0,1,0,0
1,0,1,0,0,31,1,1,0,0,0,0,0,0,0,1,0,1,73.9,2.4633333333333334,2217.15,0,0,1,0,1,0,0
0,0,0,1,1,16,1,0,0,0,0,0,0,0,0,0,1,0,19.35,0.645,275.9,0,0,0,1,1,0,0
0,1,0,0,0,65,1,1,0,0,0,0,0,0,0,0,1,0,25.75,0.8583333333333333,1654.75,0,0,0,1,0,0,1
1,0,0,1,0,5,1,1,0,1,0,0,1,1,1,0,0,0,67.95,2.265,350.3,1,0,0,0,1,0,0
0,0,0,0,0,55,1,1,0,0,0,0,0,0,0,1,0,1,73.1,2.4366666666666665,4144.9,0,0,1,0,1,0,0
0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,50.75,1.6916666666666667,50.75,0,0,0,1,1,0,0
0,0,0,1,0,33,1,1,1,1,0,0,0,1,0,1,0,1,95.0,3.1666666666666665,3008.15,0,1,0,0,1,0,0
0,0,1,0,0,30,1,1,1,1,1,0,1,0,0,1,0,1,104.1,3.4699999999999998,3121.1,0,0,1,0,1,0,0
0,1,0,1,0,25,1,1,0,1,0,0,0,0,1,0,0,0,55.55,1.8516666666666666,1405.3,0,1,0,0,1,0,0
1,1,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,1,35.45,1.1816666666666669,106.85,0,0,0,1,1,0,0
1,0,0,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,50.7,1.6900000000000002,151.3,0,1,0,0,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,21.1,0.7033333333333334,21.1,0,0,0,1,1,0,0
1,0,0,0,0,14,1,0,1,0,0,0,1,0,0,1,0,1,89.8,2.993333333333333,1129.1,0,0,0,1,1,0,0
1,1,0,0,0,25,1,0,0,0,0,0,0,0,0,1,0,0,70.95,2.365,1767.35,0,0,0,1,1,0,0
0,1,0,0,0,25,1,0,0,0,0,0,0,0,0,0,1,1,20.15,0.6716666666666666,536.35,0,0,0,1,1,0,0
0,0,0,1,0,72,1,1,1,1,1,1,1,1,0,1,0,1,115.55,3.8516666666666666,8312.4,0,1,0,0,0,0,1
0,1,0,0,0,44,1,0,0,0,0,0,0,0,0,0,1,0,19.5,0.65,835.5,0,1,0,0,0,1,0
0,0,0,0,0,18,1,0,0,0,0,1,0,0,0,1,0,1,75.4,2.5133333333333336,1380.4,0,0,1,0,1,0,0
0,0,1,0,0,7,1,0,0,1,0,0,1,0,0,1,0,1,84.35,2.8116666666666665,609.65,0,0,1,0,1,0,0
0,0,0,1,1,59,1,1,0,1,0,0,1,1,1,0,0,1,72.1,2.4033333333333333,4194.85,1,0,0,0,0,0,1
0,0,0,1,0,70,1,1,1,1,1,0,1,1,1,0,0,1,84.8,2.8266666666666667,5917.55,1,0,0,0,0,0,1
0,0,0,1,1,40,1,1,0,0,0,0,0,0,0,0,1,1,26.2,0.8733333333333333,1077.5,0,0,1,0,1,0,0
0,0,0,0,1,34,1,0,1,1,1,1,1,0,0,1,0,1,105.35,3.5116666666666663,3688.6,1,0,0,0,1,0,0
0,0,0,0,0,5,1,0,0,0,1,0,1,0,0,1,0,1,85.3,2.8433333333333333,420.45,0,0,0,1,1,0,0
1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,45.65,1.5216666666666667,45.65,0,0,1,0,1,0,0
0,1,0,1,1,68,0,0,0,0,1,1,1,0,1,0,0,0,44.8,1.4933333333333332,2983.65,0,0,0,1,0,1,0
0,0,0,1,1,14,1,0,0,0,0,0,0,0,0,0,1,1,19.7,0.6566666666666666,263.65,0,0,0,1,0,0,1
0,1,0,0,0,19,1,0,0,1,0,0,1,1,0,1,0,0,89.95,2.9983333333333335,1682.4,0,0,0,1,1,0,0
1,0,0,0,0,4,1,0,1,0,1,0,1,0,1,0,0,1,68.65,2.2883333333333336,261.25,1,0,0,0,1,0,0
0,0,0,1,0,67,1,1,0,0,0,0,0,0,0,0,1,1,25.25,0.8416666666666667,1733.15,0,1,0,0,0,0,1
0,0,1,1,0,50,1,1,1,1,1,1,1,0,0,1,0,0,108.75,3.625,5431.9,1,0,0,0,1,0,0
0,1,0,0,0,43,0,0,0,1,0,1,0,0,1,0,0,1,35.2,1.1733333333333333,1463.7,0,1,0,0,0,1,0
0,1,0,1,1,59,1,0,0,0,0,0,0,0,0,0,1,0,19.3,0.6433333333333333,1192.7,0,1,0,0,0,0,1
0,1,0,0,0,27,1,0,0,0,0,0,0,0,0,0,1,0,20.1,0.67,562.6,1,0,0,0,0,1,0
1,0,0,1,1,22,1,0,0,1,1,1,0,0,1,0,0,0,61.15,2.038333333333333,1422.05,0,0,0,1,1,0,0
0,0,0,1,0,40,1,1,0,0,1,0,1,0,1,0,0,0,63.9,2.13,2635.0,1,0,0,0,0,1,0
1,0,0,1,0,37,1,1,1,1,0,1,0,1,0,1,0,1,99.2,3.3066666666666666,3754.6,0,0,1,0,0,1,0
1,0,0,0,0,15,1,1,0,0,1,0,0,0,0,1,0,1,79.75,2.658333333333333,1111.85,0,0,1,0,1,0,0
0,0,0,0,0,28,1,1,0,0,0,0,0,1,1,0,0,1,54.9,1.8299999999999998,1505.15,0,1,0,0,1,0,0
1,1,0,1,0,13,1,1,1,1,0,0,1,0,1,0,0,1,75.3,2.51,989.45,0,0,0,1,0,1,0
0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,20.05,0.6683333333333333,95.55,0,1,0,0,1,0,0
0,1,0,1,1,54,1,1,0,0,1,1,0,1,1,0,0,1,65.65,2.1883333333333335,3566.7,0,1,0,0,0,0,1
0,1,0,1,1,63,0,0,0,1,1,0,0,1,1,0,0,0,39.35,1.3116666666666668,2395.05,1,0,0,0,0,0,1
0,0,0,1,1,20,1,0,0,0,0,0,0,0,0,0,1,0,20.05,0.6683333333333333,406.05,0,0,0,1,1,0,0
1,0,0,0,1,46,1,0,1,0,1,1,1,1,0,1,0,1,105.2,3.506666666666667,4822.85,1,0,0,0,0,1,0
0,0,0,1,0,72,1,1,1,1,1,1,1,1,1,0,0,1,92.4,3.08,6786.1,0,0,1,0,0,0,1
0,0,0,1,0,71,1,1,0,0,0,0,0,0,0,0,1,0,25.6,0.8533333333333334,1888.25,0,1,0,0,0,0,1
0,1,0,1,1,32,1,0,0,0,0,0,0,0,0,0,1,1,19.45,0.6483333333333333,674.55,0,1,0,0,1,0,0
0,0,1,0,0,71,1,1,1,1,1,0,1,0,0,1,0,1,105.9,3.5300000000000002,7521.95,0,0,1,0,0,1,0
0,0,1,0,0,71,1,1,1,1,1,1,1,1,1,0,0,0,89.85,2.9949999999999997,6293.45,0,0,0,1,0,0,1
0,1,0,1,0,71,1,1,0,0,1,1,0,1,1,0,0,0,65.15,2.171666666666667,4681.75,1,0,0,0,0,0,1
0,1,0,0,0,22,1,0,0,0,0,0,0,0,0,1,0,1,69.7,2.3233333333333333,1490.4,0,0,0,1,1,0,0
1,0,0,0,0,12,1,0,1,1,0,0,1,0,0,1,0,1,96.0,3.2,1062.1,0,0,1,0,1,0,0
0,1,0,1,1,68,1,0,0,0,0,0,0,0,0,0,1,1,19.95,0.6649999999999999,1303.25,1,0,0,0,0,0,1
0,1,0,0,0,2,1,0,0,1,0,1,0,0,1,0,0,0,53.45,1.7816666666666667,119.5,0,0,1,0,1,0,0
0,0,1,0,0,29,1,1,0,0,1,1,0,0,1,0,0,1,58.55,1.9516666666666667,1718.95,1,0,0,0,1,0,0
1,0,0,0,0,7,0,0,1,0,1,0,0,0,1,0,0,1,40.1,1.3366666666666667,293.3,0,1,0,0,1,0,0
0,1,0,0,0,12,1,0,1,0,0,0,0,0,0,1,0,1,79.95,2.665,1043.4,1,0,0,0,1,0,0
0,0,0,0,0,34,1,0,0,0,1,1,0,0,1,0,0,0,55.0,1.8333333333333333,1885.15,0,0,0,1,0,1,0
1,0,0,1,0,22,1,1,1,0,0,1,1,1,1,0,0,1,79.2,2.64,1742.75,0,0,1,0,1,0,0
1,0,0,0,1,15,1,0,1,0,1,0,0,0,0,1,0,1,85.9,2.8633333333333337,1269.55,1,0,0,0,1,0,0
0,0,0,1,0,40,1,1,0,0,0,0,0,1,0,1,0,1,78.85,2.628333333333333,3126.85,0,1,0,0,1,0,0
0,0,0,1,0,72,1,1,1,0,1,1,0,0,0,1,0,1,94.45,3.1483333333333334,6921.7,0,1,0,0,0,0,1
0,0,0,1,0,72,0,0,1,1,1,1,0,0,1,0,0,1,49.2,1.6400000000000001,3580.95,0,0,1,0,0,0,1
0,0,0,0,0,45,1,1,1,0,0,1,0,1,1,0,0,0,73.55,2.4516666666666667,3349.1,0,0,0,1,0,0,1
0,1,0,1,1,72,1,0,1,1,1,1,1,1,0,1,0,0,111.95,3.731666666666667,8033.1,1,0,0,0,0,0,1
0,0,0,1,0,71,1,1,1,1,1,1,1,1,1,0,0,0,89.3,2.9766666666666666,6388.65,0,1,0,0,0,0,1
0,1,1,1,0,18,1,0,1,0,0,1,0,0,1,0,0,1,59.1,1.97,1011.05,0,1,0,0,1,0,0
1,0,0,1,0,47,1,0,1,1,0,0,0,0,0,1,0,1,85.3,2.8433333333333333,4045.65,0,0,1,0,1,0,0
0,0,1,1,1,68,0,0,1,1,1,0,1,0,1,0,0,1,53.0,1.7666666666666666,3656.25,0,0,1,0,0,0,1
0,0,0,0,0,68,1,1,1,1,1,0,1,0,1,0,0,1,80.65,2.6883333333333335,5330.2,0,0,1,0,0,0,1
1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,84.85,2.828333333333333,84.85,0,0,1,0,1,0,0
0,0,0,1,0,34,1,1,0,0,0,1,0,1,1,0,0,1,60.85,2.0283333333333333,2003.6,1,0,0,0,1,0,0
0,0,0,1,0,24,1,1,0,1,0,0,0,0,0,1,0,1,79.65,2.6550000000000002,1928.7,0,0,0,1,1,0,0
0,1,1,1,1,58,1,1,0,0,1,1,0,1,0,1,0,1,89.85,2.9949999999999997,5125.75,1,0,0,0,0,1,0
1,1,1,0,0,7,1,1,0,0,0,0,1,0,0,1,0,1,84.8,2.8266666666666667,546.95,0,0,1,0,1,0,0
1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,50.8,1.6933333333333331,50.8,0,0,1,0,1,0,0
1,1,0,0,0,7,1,0,0,0,0,1,0,0,1,0,0,1,51.0,1.7,354.05,0,0,0,1,1,0,0
0,0,1,1,0,37,1,0,0,1,0,0,1,1,0,1,0,0,90.0,3.0,3371.75,0,0,1,0,1,0,0
0,1,0,1,1,52,1,1,0,0,0,0,0,0,0,0,1,0,24.55,0.8183333333333334,1331.05,0,0,0,1,0,0,1
0,0,0,1,1,45,1,0,0,0,0,0,0,0,0,0,1,1,20.0,0.6666666666666666,886.4,1,0,0,0,0,0,1
0,1,0,1,1,43,1,1,0,0,0,0,0,0,0,0,1,0,24.25,0.8083333333333333,1077.95,0,0,0,1,0,0,1
0,0,0,1,1,26,1,0,0,0,1,1,0,0,0,1,0,0,81.95,2.731666666666667,2070.05,0,0,1,0,1,0,0
0,1,0,0,0,56,1,1,1,0,1,0,1,0,0,1,0,0,98.6,3.2866666666666666,5581.05,0,0,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.25,0.8416666666666667,25.25,1,0,0,0,1,0,0
0,0,0,1,1,68,1,1,1,1,1,0,1,1,1,0,0,0,85.3,2.8433333333333333,5560.0,1,0,0,0,0,0,1
0,1,0,1,1,27,0,0,1,1,1,0,0,0,1,0,0,1,45.85,1.5283333333333333,1246.4,0,1,0,0,0,1,0
0,1,0,0,0,9,1,1,0,0,0,0,1,0,0,1,0,1,85.5,2.85,791.7,0,0,1,0,1,0,0
1,1,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,1,45.15,1.505,438.4,0,0,0,1,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,19.4,0.6466666666666666,19.4,0,1,0,0,1,0,0
0,1,0,1,1,71,1,1,1,1,1,1,1,1,0,1,0,1,116.05,3.868333333333333,8297.5,1,0,0,0,0,0,1
1,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,19.4,0.6466666666666666,289.3,1,0,0,0,1,0,0
1,0,0,1,1,70,1,1,0,1,1,1,0,1,0,1,0,0,93.9,3.1300000000000003,6579.05,1,0,0,0,0,0,1
0,0,0,1,1,72,1,1,1,1,0,1,1,1,1,0,0,1,85.9,2.8633333333333337,6110.75,0,1,0,0,0,0,1
0,0,0,0,0,21,1,0,1,0,1,0,1,1,0,1,0,1,99.15,3.305,1956.4,1,0,0,0,1,0,0
0,0,0,0,0,54,1,0,0,0,0,0,0,0,0,0,1,0,20.1,0.67,1079.45,0,0,0,1,0,0,1
0,0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,1,0,19.5,0.65,162.15,0,0,0,1,0,0,1
0,0,0,0,0,24,1,0,0,1,0,0,0,0,1,0,0,1,49.3,1.6433333333333333,1233.25,0,1,0,0,1,0,0
0,0,0,1,1,48,1,0,0,0,0,0,0,0,0,0,1,0,19.55,0.6516666666666667,883.35,0,0,0,1,0,0,1
1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,55.2,1.84,55.2,0,0,0,1,1,0,0
0,0,0,1,1,5,1,1,0,0,0,0,0,0,0,0,1,1,24.3,0.81,132.25,0,0,0,1,1,0,0
0,1,0,1,1,17,0,0,0,1,0,1,1,0,1,0,0,0,44.45,1.4816666666666667,792.15,0,1,0,0,0,1,0
0,1,0,1,0,72,1,0,1,0,1,1,1,1,1,0,0,1,79.35,2.645,5753.25,1,0,0,0,0,0,1
0,0,0,1,1,72,1,1,1,1,1,0,1,0,0,1,0,1,103.2,3.44,7362.9,0,1,0,0,0,1,0
0,0,1,0,0,6,0,0,1,0,0,0,1,0,1,0,0,1,44.4,1.48,263.05,0,0,1,0,1,0,0
0,0,0,1,0,72,1,1,0,1,1,1,1,1,1,0,0,0,79.2,2.64,5401.9,0,1,0,0,0,0,1
1,0,0,1,1,4,1,1,0,0,0,0,0,0,1,0,0,0,50.85,1.695,239.55,0,0,0,1,1,0,0
0,1,0,1,1,62,1,0,0,0,0,0,0,0,0,0,1,0,20.65,0.6883333333333332,1218.45,0,1,0,0,0,0,1
1,0,0,0,0,39,1,0,0,1,0,1,1,1,0,1,0,1,95.55,3.185,3692.85,0,0,1,0,0,1,0
0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,20.4,0.6799999999999999,20.4,0,0,0,1,0,1,0
0,0,0,1,0,51,1,0,0,0,1,1,0,1,1,0,0,1,60.5,2.0166666666666666,3145.15,1,0,0,0,0,1,0
1,1,0,0,0,58,1,1,1,1,1,0,1,0,0,1,0,1,103.25,3.441666666666667,6017.65,1,0,0,0,0,1,0
0,1,0,0,1,38,1,1,0,0,1,0,0,0,0,1,0,1,81.85,2.728333333333333,3141.7,0,0,0,1,1,0,0
0,1,0,0,0,33,1,1,0,0,0,1,0,0,0,1,0,0,80.1,2.67,2603.3,1,0,0,0,0,1,0
0,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1,0,19.4,0.6466666666666666,415.4,0,0,0,1,1,0,0
0,0,0,1,1,31,1,1,1,0,1,0,1,1,1,0,0,0,80.55,2.685,2471.6,1,0,0,0,0,0,1
1,0,0,1,1,20,1,1,1,1,1,0,1,0,0,1,0,1,105.85,3.5283333333333333,2239.65,1,0,0,0,1,0,0
0,1,0,1,1,64,1,0,0,0,1,1,0,0,0,1,0,0,81.05,2.7016666666666667,5135.35,0,0,1,0,1,0,0
0,1,0,1,0,72,1,1,1,1,1,1,0,1,1,0,0,0,79.55,2.6516666666666664,5810.9,0,1,0,0,0,0,1
0,1,0,1,1,9,1,1,0,1,0,0,1,0,0,1,0,1,90.35,3.0116666666666663,767.9,0,0,1,0,0,1,0
0,1,0,0,0,61,1,1,1,1,0,1,1,0,0,1,0,0,104.0,3.466666666666667,6363.45,0,0,1,0,0,1,0
0,1,0,0,1,52,1,1,1,0,1,1,1,1,1,0,0,1,85.15,2.8383333333333334,4461.85,0,0,0,1,0,0,1
0,0,0,1,1,69,0,0,0,1,1,1,0,1,1,0,0,0,46.25,1.5416666666666667,3121.4,1,0,0,0,0,0,1
0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,79.15,2.6383333333333336,79.15,0,0,0,1,1,0,0
0,1,0,1,1,68,1,0,1,1,0,0,1,1,1,0,0,1,72.95,2.4316666666666666,4953.25,1,0,0,0,0,0,1
0,1,0,1,0,14,1,1,0,0,0,0,1,1,1,0,0,1,66.6,2.2199999999999998,979.5,0,1,0,0,1,0,0
0,1,0,0,0,7,0,0,0,1,0,0,0,1,1,0,0,1,35.5,1.1833333333333333,249.55,0,1,0,0,0,1,0
1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,70.2,2.3400000000000003,115.95,1,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,70.1,2.3366666666666664,70.1,0,0,1,0,1,0,0
0,1,0,1,1,51,1,1,0,0,0,0,0,0,0,0,1,1,24.95,0.8316666666666667,1222.25,0,0,0,1,0,0,1
1,0,1,1,0,4,1,1,1,0,0,1,1,0,0,1,0,1,99.6,3.32,347.65,0,0,1,0,1,0,0
0,1,0,1,1,15,1,0,0,0,0,0,0,0,0,0,1,0,19.35,0.645,278.85,0,0,0,1,0,0,1
0,0,0,1,0,72,1,1,1,1,1,0,1,1,0,1,0,0,109.15,3.6383333333333336,7789.6,0,1,0,0,0,1,0
0,1,0,1,0,50,1,1,1,0,1,1,0,0,0,1,0,1,94.4,3.146666666666667,4914.9,0,1,0,0,1,0,0
0,0,1,1,0,57,1,1,1,1,1,0,0,0,0,1,0,0,94.0,3.1333333333333333,5438.95,0,1,0,0,1,0,0
0,0,0,1,0,44,1,1,0,1,1,1,0,1,0,1,0,1,95.1,3.17,4060.55,0,1,0,0,1,0,0
0,0,0,1,1,62,1,1,1,1,1,0,1,1,0,1,0,1,110.8,3.6933333333333334,6840.95,0,0,1,0,0,1,0
1,0,1,0,0,14,1,1,0,0,0,0,0,0,0,1,0,1,74.3,2.4766666666666666,1096.25,0,0,1,0,1,0,0
0,0,0,0,0,7,1,0,1,0,1,1,1,1,1,0,0,1,78.5,2.6166666666666667,571.05,0,0,1,0,1,0,0
0,0,0,1,0,72,1,1,1,1,1,1,1,0,0,1,0,1,110.75,3.691666666666667,7751.7,0,0,1,0,0,0,1
0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,49.05,1.635,49.05,0,0,0,1,1,0,0
0,1,1,1,0,72,0,0,1,1,1,1,1,1,1,0,0,1,63.1,2.1033333333333335,4685.55,1,0,0,0,0,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,45.4,1.5133333333333332,45.4,0,0,0,1,1,0,0
1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,1,75.1,2.503333333333333,270.7,0,1,0,0,1,0,0
0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,1,0,19.75,0.6583333333333333,624.15,1,0,0,0,0,1,0
0,0,1,1,0,71,1,0,1,1,1,0,1,0,0,1,0,1,99.2,3.3066666666666666,7213.75,0,0,1,0,0,0,1
0,1,1,1,0,60,1,1,1,0,0,0,1,1,0,1,0,1,99.0,3.3,6017.9,0,0,1,0,1,0,0
0,0,1,0,0,4,1,1,0,0,0,0,0,0,1,0,0,0,48.75,1.625,179.85,0,0,0,1,1,0,0
0,1,0,1,0,52,1,1,1,0,1,0,0,1,0,1,0,1,95.65,3.1883333333333335,5088.4,0,1,0,0,1,0,0
0,0,0,0,0,29,1,0,0,1,0,1,0,1,1,0,0,0,58.0,1.9333333333333333,1734.5,0,1,0,0,0,1,0
0,1,0,1,0,49,1,0,1,1,0,0,1,1,0,1,0,1,99.25,3.308333333333333,4920.8,0,1,0,0,0,1,0
0,1,0,1,1,40,0,0,1,1,1,0,1,1,1,0,0,0,60.3,2.01,2448.5,0,0,0,1,0,1,0
0,0,0,1,0,57,1,1,1,1,0,0,1,0,0,1,0,1,100.75,3.3583333333333334,5985.0,0,1,0,0,0,1,0
0,0,0,1,1,62,1,1,1,0,0,0,1,0,1,0,0,1,70.45,2.3483333333333336,4300.45,0,1,0,0,1,0,0
0,1,0,1,1,23,1,0,0,1,1,0,0,1,0,1,0,0,86.8,2.893333333333333,1940.8,0,0,0,1,0,1,0
0,0,0,1,0,65,1,0,1,1,1,1,0,0,1,0,0,0,71.0,2.3666666666666667,4386.2,1,0,0,0,0,0,1
0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,1,0,20.05,0.6683333333333333,741.5,0,0,0,1,0,0,1
1,0,1,1,0,48,1,1,1,1,1,1,1,1,0,1,0,0,117.45,3.915,5438.9,0,0,1,0,1,0,0
0,1,0,1,0,72,1,1,1,1,1,0,1,0,1,0,0,0,82.15,2.7383333333333337,5784.3,1,0,0,0,0,0,1
0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,19.85,0.6616666666666667,52.0,1,0,0,0,1,0,0
0,1,0,1,0,28,1,0,0,0,0,0,0,1,0,1,0,0,76.55,2.5516666666666667,2065.4,1,0,0,0,1,0,0
0,1,1,0,0,65,1,1,1,1,0,1,1,1,0,1,0,1,109.05,3.635,7108.2,0,0,1,0,0,0,1
0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,19.4,0.6466666666666666,61.05,0,0,0,1,1,0,0
1,1,0,0,0,10,0,0,1,0,0,0,0,0,1,0,0,1,33.9,1.13,298.45,0,0,0,1,1,0,0
1,0,0,1,1,16,1,0,0,1,1,0,1,0,0,1,0,1,89.45,2.981666666666667,1430.25,0,1,0,0,1,0,0
0,0,0,1,1,72,0,0,1,1,1,1,0,1,1,0,0,0,55.65,1.855,3880.05,0,1,0,0,0,0,1
0,0,0,1,1,12,0,0,0,0,0,1,0,1,1,0,0,0,33.15,1.105,444.75,0,1,0,0,0,1,0
1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,19.9,0.6633333333333333,19.9,0,0,1,0,1,0,0
0,0,0,0,0,26,0,0,0,1,0,0,1,1,1,0,0,1,44.45,1.4816666666666667,1183.8,0,1,0,0,1,0,0
0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1,0,19.5,0.65,403.15,0,0,0,1,0,1,0
0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,19.3,0.6433333333333333,144.95,0,0,0,1,1,0,0
1,0,0,1,1,38,1,0,1,0,1,1,1,1,1,0,0,0,80.3,2.6766666666666667,3058.65,0,1,0,0,0,1,0
0,1,1,1,0,23,1,0,1,0,1,1,0,0,0,1,0,1,90.0,3.0,2024.1,0,0,1,0,1,0,0
0,1,0,1,0,67,1,0,1,1,1,1,1,1,0,1,0,1,111.05,3.7016666666666667,7321.05,0,0,1,0,0,0,1
0,0,0,0,0,48,1,1,0,0,0,0,0,0,0,0,1,0,24.55,0.8183333333333334,1203.95,1,0,0,0,0,1,0
0,1,0,0,0,64,1,1,1,1,1,0,1,0,0,1,0,1,104.4,3.48,6692.65,1,0,0,0,0,0,1
0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,1,74.55,2.485,233.65,0,0,1,0,1,0,0
0,0,0,0,0,32,1,1,1,1,1,0,1,0,0,1,0,1,104.05,3.4683333333333333,3416.85,0,1,0,0,0,1,0
1,0,0,1,1,57,1,0,1,0,0,1,1,0,1,0,0,1,70.1,2.3366666666666664,3913.3,1,0,0,0,0,1,0
0,1,0,1,1,51,1,1,0,0,1,0,0,1,0,1,0,0,84.2,2.8066666666666666,4299.75,1,0,0,0,0,1,0
1,1,0,0,0,16,1,0,0,0,0,0,0,0,0,0,1,1,19.7,0.6566666666666666,342.4,0,0,0,1,1,0,0
0,0,0,0,0,48,1,1,0,0,0,0,0,0,0,0,1,0,25.05,0.8350000000000001,1171.5,0,1,0,0,0,1,0
0,1,0,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0,20.05,0.6683333333333333,388.6,0,1,0,0,0,0,1
0,1,0,0,1,23,0,0,0,1,0,1,0,1,1,0,0,0,40.1,1.3366666666666667,857.75,0,0,0,1,0,0,1
0,0,0,0,0,55,1,0,0,0,0,1,0,0,1,0,0,1,50.55,1.6849999999999998,2832.75,0,1,0,0,1,0,0
0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,20.3,0.6766666666666666,41.2,0,0,0,1,1,0,0
1,1,0,1,0,9,1,0,0,1,1,0,1,1,0,1,0,1,94.85,3.1616666666666666,890.6,0,0,0,1,1,0,0
0,1,0,0,0,27,1,0,0,0,0,0,0,0,0,0,1,0,20.35,0.6783333333333333,531.6,0,1,0,0,0,0,1
0,0,0,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,24.15,0.8049999999999999,812.5,0,0,1,0,1,0,0
0,0,0,1,1,58,1,0,0,0,0,0,0,0,0,0,1,0,20.5,0.6833333333333333,1191.4,0,1,0,0,0,0,1
