Churn,customer_tenure,customer_is_SeniorCitizen,customer_has_Dependents,customer_has_Partner,account_Charges_Total,account_Charges_Daily,account_Charges_Monthly,account_is_PaperlessBilling,account_Payment_electronic_check,account_Payment_credit_card_(automatic),account_Payment_bank_transfer_(automatic),account_Contract_month-to-month,account_Contract_one_year,account_Contract_two_year,internet_Service_fiber_optic,internet_Service_dsl,internet_Service_no,internet_has_OnlineSecurity,internet_has_TechSupport,num_servicos_contratados
0,24,0,1,1,439.75,0.675,20.25,0,0,0,0,0,1,0,0,0,1,0,0,1
0,70,0,0,0,4214.25,1.945,58.35,1,0,0,1,0,0,1,0,1,0,1,1,7
0,39,0,1,1,854.8,0.6616666666666667,19.85,1,0,0,1,0,0,1,0,0,1,0,0,2
0,42,0,0,0,949.85,0.8350000000000001,25.05,0,1,0,0,0,1,0,0,0,1,0,0,2
0,20,0,0,0,1416.2,2.29,68.7,1,1,0,0,0,1,0,0,1,0,0,1,7
0,72,0,0,1,7852.4,3.665,109.95,1,0,1,0,0,0,1,1,0,0,1,1,9
1,50,0,1,1,5071.05,3.4566666666666666,103.7,0,1,0,0,1,0,0,1,0,0,0,1,7
0,13,0,1,1,272.35,0.6950000000000001,20.85,0,0,0,0,0,0,1,0,0,1,0,0,1
0,22,1,1,1,1961.6,2.8449999999999998,85.35,0,0,0,1,1,0,0,1,0,0,0,0,4
0,1,0,0,0,50.15,1.6716666666666666,50.15,1,0,0,0,1,0,0,0,1,0,0,0,4
1,1,1,0,0,70.15,2.3383333333333334,70.15,1,1,0,0,1,0,0,1,0,0,0,0,3
0,7,0,0,1,355.1,1.6766666666666665,50.3,1,0,0,1,1,0,0,0,1,0,1,0,4
0,8,0,0,0,487.75,2.0,60.0,1,1,0,0,1,0,0,0,1,0,1,0,5
0,8,0,1,0,178.7,0.6783333333333333,20.35,0,0,0,0,1,0,0,0,0,1,0,0,1
0,64,0,1,1,1514.85,0.8266666666666667,24.8,1,0,0,0,0,0,1,0,0,1,0,0,3
0,22,0,0,0,1427.55,2.1683333333333334,65.05,0,0,0,0,1,0,0,0,1,0,1,0,6
0,26,0,0,0,1277.5,1.6783333333333335,50.35,1,0,1,0,1,0,0,0,1,0,0,0,5
1,1,0,1,1,70.0,2.3333333333333335,70.0,1,1,0,0,1,0,0,1,0,0,0,0,3
0,31,0,0,1,2939.8,3.1266666666666665,93.8,1,1,0,0,0,1,0,1,0,0,0,0,6
0,4,1,0,0,91.45,0.6683333333333333,20.05,0,0,0,0,1,0,0,0,0,1,0,0,1
0,48,0,1,1,1057.0,0.6883333333333332,20.65,0,0,0,1,0,0,1,0,0,1,0,0,1
1,40,1,0,1,1637.4,1.3099999999999998,39.3,1,1,0,0,1,0,0,0,1,0,0,0,4
0,71,0,0,1,4689.15,2.2266666666666666,66.8,0,0,0,1,0,1,0,0,1,0,1,1,7
0,36,0,0,0,2680.15,2.518333333333333,75.55,1,0,0,0,0,1,0,0,1,0,1,1,8
0,1,0,1,1,74.6,2.4866666666666664,74.6,0,0,1,0,1,0,0,1,0,0,0,0,3
1,41,1,0,0,4187.75,3.2800000000000002,98.4,1,1,0,0,1,0,0,1,0,0,0,0,7
0,21,0,0,0,402.85,0.6833333333333333,20.5,0,0,1,0,1,0,0,0,0,1,0,0,1
1,11,0,1,1,834.2,2.478333333333333,74.35,1,1,0,0,1,0,0,1,0,0,0,0,4
0,58,0,0,0,4526.85,2.6599999999999997,79.8,1,0,0,1,1,0,0,1,0,0,1,0,5
1,12,0,0,1,866.45,2.695,80.85,0,0,0,1,1,0,0,1,0,0,1,1,4
0,29,0,0,0,617.35,0.6783333333333333,20.35,0,0,0,0,0,1,0,0,0,1,0,0,1
1,2,0,0,1,242.8,3.48,104.4,1,1,0,0,1,0,0,1,0,0,0,1,8
0,11,0,0,0,617.85,1.82,54.6,1,0,0,0,0,1,0,0,1,0,1,1,5
1,69,1,0,1,6143.15,2.9983333333333335,89.95,1,1,0,0,1,0,0,1,0,0,0,0,6
0,64,1,1,1,7099.0,3.7199999999999998,111.6,1,0,0,1,0,0,1,1,0,0,1,1,9
1,20,1,0,1,1951.0,3.0266666666666664,90.8,0,1,0,0,1,0,0,1,0,0,0,0,5
1,22,0,0,0,1907.85,2.975,89.25,0,1,0,0,1,0,0,1,0,0,0,0,4
0,1,0,0,0,43.95,1.465,43.95,0,0,1,0,1,0,0,0,1,0,0,0,2
0,64,0,1,1,5817.45,3.02,90.6,1,0,0,0,0,0,1,0,1,0,1,1,10
0,39,0,1,1,914.6,0.8066666666666666,24.2,1,0,0,0,0,1,0,0,0,1,0,0,3
0,39,0,0,0,2224.5,1.9533333333333334,58.6,1,0,1,0,0,1,0,0,1,0,0,0,5
1,48,0,0,0,5082.8,3.5366666666666666,106.1,1,0,1,0,0,1,0,1,0,0,0,0,8
1,22,0,1,0,2001.5,2.98,89.4,1,1,0,0,1,0,0,1,0,0,0,0,6
0,24,0,1,1,1558.65,2.145,64.35,0,1,0,0,0,0,1,0,1,0,1,0,6
0,1,0,0,0,19.5,0.65,19.5,0,0,0,0,1,0,0,0,0,1,0,0,1
1,10,1,0,0,688.65,2.4283333333333332,72.85,1,1,0,0,1,0,0,1,0,0,0,0,4
0,8,0,0,0,579.0,2.2233333333333336,66.7,1,1,0,0,1,0,0,0,1,0,1,0,6
0,36,0,0,1,2937.65,2.68,80.4,0,1,0,0,1,0,0,1,0,0,0,0,3
1,1,0,0,0,70.5,2.35,70.5,0,1,0,0,1,0,0,1,0,0,0,0,2
0,16,0,1,0,360.35,0.6433333333333333,19.3,1,0,0,1,0,1,0,0,0,1,0,0,2
1,13,0,0,0,1111.65,2.6416666666666666,79.25,1,1,0,0,1,0,0,1,0,0,0,0,5
0,7,0,1,1,333.65,1.4916666666666667,44.75,0,1,0,0,1,0,0,0,1,0,0,0,2
0,41,0,0,0,2877.05,2.2866666666666666,68.6,1,1,0,0,0,1,0,0,1,0,0,1,7
0,5,0,0,0,96.1,0.685,20.55,0,0,1,0,1,0,0,0,0,1,0,0,1
0,55,1,0,0,2743.45,1.6683333333333332,50.05,1,0,0,1,0,1,0,0,1,0,0,0,5
1,7,0,0,1,582.5,2.8833333333333333,86.5,1,1,0,0,1,0,0,1,0,0,0,0,5
0,72,0,0,1,1841.2,0.8416666666666667,25.25,1,0,0,1,0,0,1,0,0,1,0,0,3
0,72,0,0,1,1502.25,0.6833333333333333,20.5,0,0,1,0,0,0,1,0,0,1,0,0,1
0,1,0,0,0,61.15,2.038333333333333,61.15,0,1,0,0,1,0,0,0,1,0,1,0,5
0,47,0,1,1,1794.8,1.3433333333333333,40.3,0,1,0,0,0,1,0,0,1,0,1,1,4
0,21,0,0,0,422.7,0.6783333333333333,20.35,1,0,0,0,0,1,0,0,0,1,0,0,2
0,68,0,1,1,6683.4,3.17,95.1,0,0,0,1,0,0,1,1,0,0,1,1,6
0,58,0,1,1,5305.05,3.0949999999999998,92.85,1,1,0,0,1,0,0,1,0,0,0,0,6
0,33,1,0,1,3270.25,3.353333333333333,100.6,1,0,0,1,1,0,0,1,0,0,0,0,7
0,33,0,1,1,620.55,0.67,20.1,0,0,1,0,0,1,0,0,0,1,0,0,1
1,1,0,0,0,20.15,0.6716666666666666,20.15,0,0,0,0,1,0,0,0,0,1,0,0,1
0,56,0,0,1,4952.95,2.99,89.7,0,0,0,0,1,0,0,1,0,0,0,0,4
0,49,0,0,1,2409.9,1.655,49.65,0,0,1,0,0,0,1,0,1,0,0,0,4
0,68,0,0,0,7279.35,3.675,110.25,0,0,1,0,0,0,1,1,0,0,1,1,8
0,72,0,0,1,7015.9,3.2733333333333334,98.2,1,0,0,1,0,0,1,1,0,0,1,1,8
0,1,0,1,1,90.1,3.003333333333333,90.1,1,1,0,0,1,0,0,1,0,0,0,0,5
0,1,0,0,0,44.0,1.4666666666666666,44.0,0,1,0,0,1,0,0,0,1,0,0,0,2
0,67,0,0,1,1335.2,0.6549999999999999,19.65,0,0,0,0,0,0,1,0,0,1,0,0,1
0,45,0,0,1,5032.25,3.7766666666666664,113.3,0,0,0,0,0,1,0,1,0,0,1,1,9
0,72,0,1,1,6441.85,3.02,90.6,1,0,1,0,0,0,1,0,1,0,1,1,10
0,10,0,0,1,184.4,0.67,20.1,0,0,0,0,0,1,0,0,0,1,0,0,1
0,59,0,0,0,1192.3,0.6733333333333333,20.2,1,0,0,1,0,0,1,0,0,1,0,0,2
0,22,0,1,1,2090.25,3.335,100.05,1,0,0,0,0,1,0,1,0,0,0,0,7
0,30,0,0,1,1441.95,1.6633333333333333,49.9,0,1,0,0,1,0,0,0,1,0,0,0,3
0,52,0,1,1,4016.3,2.64,79.2,0,1,0,0,0,0,1,0,1,0,1,0,7
0,10,0,0,0,1021.55,3.175,95.25,1,1,0,0,1,0,0,1,0,0,0,0,7
1,1,0,0,0,45.3,1.51,45.3,0,1,0,0,1,0,0,0,1,0,0,0,2
1,1,0,0,0,20.4,0.6799999999999999,20.4,0,0,0,0,1,0,0,0,0,1,0,0,1
0,20,0,0,0,415.9,0.6566666666666666,19.7,1,0,0,0,0,1,0,0,0,1,0,0,2
1,14,1,0,0,1101.85,2.631666666666667,78.95,1,1,0,0,1,0,0,1,0,0,0,0,5
1,16,0,0,0,1448.6,2.9683333333333333,89.05,1,0,1,0,1,0,0,1,0,0,0,1,6
0,35,0,0,0,797.1,0.7766666666666667,23.3,0,0,0,1,0,0,1,0,0,1,0,0,2
0,72,0,0,1,6468.6,3.0316666666666667,90.95,1,0,0,1,0,0,1,0,1,0,1,1,10
0,65,0,0,1,3808.2,1.9933333333333332,59.8,1,0,1,0,0,0,1,0,1,0,0,1,5
0,7,0,0,1,256.6,1.1400000000000001,34.2,0,0,0,0,1,0,0,0,1,0,1,0,3
1,1,1,0,1,46.0,1.5333333333333334,46.0,0,1,0,0,1,0,0,0,1,0,0,0,2
1,1,1,0,0,73.0,2.433333333333333,73.0,1,1,0,0,1,0,0,1,0,0,0,0,4
1,3,1,0,0,256.25,2.5016666666666665,75.05,1,0,1,0,1,0,0,1,0,0,0,0,4
1,2,0,0,0,164.5,2.658333333333333,79.75,1,1,0,0,1,0,0,1,0,0,0,0,4
0,23,0,1,1,514.75,0.8533333333333334,25.6,1,0,1,0,0,0,1,0,0,1,0,0,3
1,70,0,0,1,7674.55,3.65,109.5,1,1,0,0,0,1,0,1,0,0,0,1,9
0,29,0,0,0,702.0,0.8383333333333333,25.15,0,1,0,0,1,0,0,0,0,1,0,0,2
0,43,0,0,0,779.25,0.6549999999999999,19.65,1,0,0,1,0,0,1,0,0,1,0,0,2
0,18,1,0,0,964.9,1.9466666666666665,58.4,1,0,1,0,1,0,0,0,1,0,1,0,6
0,71,0,0,1,1873.7,0.8350000000000001,25.05,0,0,1,0,0,0,1,0,0,1,0,0,2
1,27,1,0,1,1893.95,2.5166666666666666,75.5,1,1,0,0,1,0,0,1,0,0,0,0,4
0,9,0,0,0,157.65,0.635,19.05,0,0,0,0,1,0,0,0,0,1,0,0,1
0,48,1,0,1,3545.05,2.355,70.65,1,0,0,1,1,0,0,1,0,0,0,0,3
0,27,0,0,0,501.35,0.6383333333333333,19.15,0,0,0,0,0,1,0,0,0,1,0,0,1
0,70,1,0,1,6474.45,3.0733333333333333,92.2,1,0,0,1,0,0,1,0,1,0,1,1,10
0,58,0,0,0,6332.75,3.591666666666667,107.75,1,1,0,0,0,1,0,1,0,0,1,0,9
0,60,0,0,0,6333.8,3.49,104.7,0,1,0,0,0,0,1,1,0,0,0,0,7
0,46,0,0,0,4903.2,3.621666666666667,108.65,0,1,0,0,0,0,1,1,0,0,0,1,8
1,1,0,0,0,20.5,0.6833333333333333,20.5,0,0,0,0,1,0,0,0,0,1,0,0,1
1,66,0,0,0,6710.5,3.316666666666667,99.5,0,1,0,0,1,0,0,1,0,0,0,0,6
1,1,0,0,0,81.95,2.731666666666667,81.95,1,1,0,0,1,0,0,1,0,0,0,0,4
0,8,0,1,1,201.7,0.635,19.05,0,0,0,0,0,0,1,0,0,1,0,0,1
0,68,0,1,1,1292.65,0.645,19.35,1,0,0,1,0,0,1,0,0,1,0,0,2
1,18,0,0,0,600.0,1.1166666666666667,33.5,1,0,1,0,1,0,0,0,1,0,0,0,4
1,11,1,0,1,1131.2,3.3183333333333334,99.55,1,1,0,0,1,0,0,1,0,0,0,0,7
1,1,0,0,0,84.3,2.81,84.3,0,1,0,0,1,0,0,1,0,0,0,0,4
0,46,0,0,0,4674.4,3.3699999999999997,101.1,1,1,0,0,0,1,0,1,0,0,0,0,7
0,8,0,0,0,141.6,0.6666666666666666,20.0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,9,0,1,1,970.45,3.4366666666666665,103.1,0,1,0,0,1,0,0,1,0,0,0,1,6
0,1,0,1,1,81.05,2.7016666666666667,81.05,1,1,0,0,1,0,0,1,0,0,0,0,4
0,63,0,0,1,6296.75,3.42,102.6,0,1,0,0,0,0,1,1,0,0,0,0,6
0,18,0,0,0,348.8,0.6333333333333333,19.0,0,1,0,0,1,0,0,0,0,1,0,0,1
1,1,0,0,0,74.6,2.4866666666666664,74.6,1,0,0,0,1,0,0,1,0,0,0,0,4
1,13,0,0,0,1301.7,3.3,99.0,1,0,0,0,1,0,0,1,0,0,0,1,7
1,7,0,0,0,523.15,2.643333333333333,79.3,1,1,0,0,1,0,0,1,0,0,0,0,4
0,18,0,1,1,1601.5,2.853333333333333,85.6,1,1,0,0,1,0,0,1,0,0,0,1,5
0,37,0,1,1,2203.1,1.9583333333333333,58.75,1,0,0,0,0,1,0,0,1,0,1,1,6
1,12,0,0,0,1253.9,3.5566666666666666,106.7,1,1,0,0,1,0,0,1,0,0,0,0,8
1,43,0,0,0,2076.2,1.635,49.05,1,0,0,1,1,0,0,0,1,0,0,0,5
0,63,0,0,1,6871.7,3.625,108.75,1,1,0,0,1,0,0,1,0,0,0,1,9
0,6,0,1,1,107.6,0.6799999999999999,20.4,1,0,1,0,0,0,1,0,0,1,0,0,2
1,24,1,0,0,2496.7,3.4316666666666666,102.95,1,0,1,0,1,0,0,1,0,0,0,0,8
1,2,0,0,0,168.2,3.0133333333333336,90.4,1,1,0,0,1,0,0,1,0,0,0,0,5
1,38,0,1,1,3624.3,3.1550000000000002,94.65,1,1,0,0,1,0,0,1,0,0,0,0,7
1,33,0,0,1,3036.75,3.1933333333333334,95.8,1,1,0,0,0,1,0,1,0,0,0,0,6
0,48,0,0,0,4946.05,3.4616666666666664,103.85,1,1,0,0,1,0,0,1,0,0,0,1,8
0,4,0,0,0,308.1,2.868333333333333,86.05,0,1,0,0,1,0,0,1,0,0,0,0,4
0,29,0,0,0,1801.1,2.2483333333333335,67.45,0,0,0,0,1,0,0,0,1,0,1,1,6
0,27,0,0,0,1477.65,1.8483333333333334,55.45,0,0,0,1,0,1,0,0,1,0,1,0,4
0,65,0,1,1,5324.5,2.8066666666666666,84.2,1,0,0,1,0,0,1,0,1,0,0,1,9
0,31,0,0,0,2548.65,2.7233333333333336,81.7,0,0,1,0,0,1,0,1,0,0,0,1,4
0,49,0,0,1,4847.35,3.3616666666666664,100.85,1,0,0,0,1,0,0,1,0,0,1,0,7
0,72,0,1,1,8100.55,3.815,114.45,0,0,0,1,0,0,1,1,0,0,1,1,9
0,5,0,0,0,370.25,2.1333333333333333,64.0,1,1,0,0,1,0,0,0,1,0,0,0,6
0,1,0,0,1,55.7,1.8566666666666667,55.7,0,0,0,0,1,0,0,0,1,0,1,0,4
0,33,1,0,0,1884.65,1.9816666666666667,59.45,1,0,0,1,1,0,0,0,1,0,1,0,7
0,1,0,0,0,35.9,1.1966666666666665,35.9,0,0,0,0,1,0,0,0,1,0,0,1,3
0,65,0,1,1,1654.85,0.8666666666666667,26.0,0,0,1,0,0,0,1,0,0,1,0,0,2
0,60,0,0,0,4847.05,2.685,80.55,0,0,1,0,0,1,0,0,1,0,0,1,7
0,63,1,0,1,5329.55,2.8,84.0,1,0,0,1,0,1,0,0,1,0,1,1,9
1,3,1,0,0,204.7,2.3466666666666667,70.4,1,1,0,0,1,0,0,1,0,0,0,0,3
0,55,1,0,1,2838.55,1.7216666666666667,51.65,0,0,0,1,1,0,0,0,1,0,0,0,3
0,68,0,1,1,7322.5,3.525,105.75,0,0,1,0,0,1,0,1,0,0,0,1,7
0,72,1,0,1,6827.5,3.2199999999999998,96.6,1,0,0,1,0,0,1,1,0,0,1,1,8
1,21,0,0,1,1808.7,2.8833333333333333,86.5,1,1,0,0,1,0,0,1,0,0,0,0,5
1,5,0,0,0,324.6,2.325,69.75,1,1,0,0,1,0,0,1,0,0,0,0,3
0,37,0,0,1,805.2,0.65,19.5,0,0,0,1,1,0,0,0,0,1,0,0,1
0,29,0,0,0,2080.1,2.3666666666666667,71.0,1,0,1,0,0,1,0,0,1,0,0,0,6
0,64,0,0,1,6953.4,3.705,111.15,1,1,0,0,1,0,0,1,0,0,0,1,9
0,46,0,0,0,902.0,0.6683333333333333,20.05,0,0,0,1,0,0,1,0,0,1,0,0,1
1,7,1,0,0,503.6,2.5483333333333333,76.45,0,0,0,1,1,0,0,1,0,0,1,0,3
0,23,1,0,0,1835.3,2.645,79.35,1,0,0,0,1,0,0,1,0,0,0,0,5
0,68,0,0,1,1728.2,0.8416666666666667,25.25,0,0,0,1,0,0,1,0,0,1,0,0,2
0,41,0,0,1,1391.65,1.1816666666666669,35.45,0,0,0,0,0,1,0,0,1,0,0,1,3
1,2,0,1,1,185.55,2.985,89.55,1,0,0,1,1,0,0,1,0,0,0,0,5
0,17,0,1,0,1556.85,3.0900000000000003,92.7,1,0,1,0,1,0,0,1,0,0,0,1,7
0,55,0,1,1,1153.25,0.645,19.35,0,0,0,1,0,0,1,0,0,1,0,0,1
0,5,0,1,1,232.55,1.6466666666666667,49.4,1,0,0,0,1,0,0,0,1,0,1,0,4
0,68,0,0,1,4911.35,2.3633333333333337,70.9,0,0,1,0,0,0,1,0,1,0,1,1,7
0,7,1,0,1,533.05,2.5133333333333336,75.4,1,1,0,0,1,0,0,1,0,0,0,0,4
1,6,0,0,0,418.4,2.308333333333333,69.25,1,0,0,0,1,0,0,1,0,0,0,0,3
0,41,1,0,0,4133.95,3.48,104.4,1,1,0,0,1,0,0,1,0,0,0,0,8
0,2,0,0,0,151.75,2.4983333333333335,74.95,0,1,0,0,1,0,0,1,0,0,0,0,3
0,1,0,1,0,25.4,0.8466666666666666,25.4,0,0,0,0,1,0,0,0,0,1,0,0,2
0,1,0,0,0,20.25,0.675,20.25,1,0,0,0,1,0,0,0,0,1,0,0,2
0,3,0,0,0,318.6,3.5983333333333336,107.95,1,1,0,0,1,0,0,1,0,0,0,1,8
1,1,0,0,0,45.6,1.52,45.6,1,1,0,0,1,0,0,0,1,0,0,0,3
1,29,0,1,1,2698.35,2.9733333333333336,89.2,1,1,0,0,1,0,0,1,0,0,0,0,6
0,17,0,0,1,1588.25,3.2216666666666667,96.65,1,0,0,1,0,1,0,1,0,0,0,0,6
0,37,0,0,1,697.65,0.6783333333333333,20.35,0,0,0,1,1,0,0,0,0,1,0,0,1
0,22,0,0,1,1178.75,1.8233333333333335,54.7,1,0,0,0,1,0,0,0,1,0,0,0,5
0,68,0,0,0,6148.45,2.9383333333333335,88.15,1,1,0,0,0,0,1,0,1,0,1,1,10
0,72,0,1,1,5730.15,2.631666666666667,78.95,1,1,0,0,0,0,1,0,1,0,0,1,8
1,30,0,1,1,1561.5,1.7066666666666668,51.2,0,0,1,0,1,0,0,0,1,0,0,1,4
1,31,1,0,0,2217.15,2.4633333333333334,73.9,1,1,0,0,1,0,0,1,0,0,0,0,4
0,16,0,1,1,275.9,0.645,19.35,0,0,0,0,1,0,0,0,0,1,0,0,1
0,65,0,0,0,1654.75,0.8583333333333333,25.75,0,0,0,0,0,0,1,0,0,1,0,0,2
1,5,0,0,1,350.3,2.265,67.95,0,0,0,1,1,0,0,0,1,0,0,1,6
0,55,0,0,0,4144.9,2.4366666666666665,73.1,1,1,0,0,1,0,0,1,0,0,0,0,4
0,1,0,0,0,50.75,1.6916666666666667,50.75,0,0,0,0,1,0,0,0,1,0,0,0,3
0,33,0,0,1,3008.15,3.1666666666666665,95.0,1,0,1,0,1,0,0,1,0,0,0,1,7
0,30,1,0,0,3121.1,3.4699999999999998,104.1,1,1,0,0,1,0,0,1,0,0,0,0,8
0,25,0,0,1,1405.3,1.8516666666666666,55.55,0,0,1,0,1,0,0,0,1,0,0,0,4
1,3,0,0,0,106.85,1.1816666666666669,35.45,1,0,0,0,1,0,0,0,1,0,1,0,4
1,4,0,0,0,151.3,1.6900000000000002,50.7,0,0,1,0,1,0,0,0,1,0,0,0,3
0,1,0,0,0,21.1,0.7033333333333334,21.1,0,0,0,0,1,0,0,0,0,1,0,0,1
1,14,0,0,0,1129.1,2.993333333333333,89.8,1,0,0,0,1,0,0,1,0,0,0,0,5
1,25,0,0,0,1767.35,2.365,70.95,0,0,0,0,1,0,0,1,0,0,0,0,2
0,25,0,0,0,536.35,0.6716666666666666,20.15,1,0,0,0,1,0,0,0,0,1,0,0,2
0,72,0,0,1,8312.4,3.8516666666666666,115.55,1,0,1,0,0,0,1,1,0,0,1,1,10
0,44,0,0,0,835.5,0.65,19.5,0,0,1,0,0,1,0,0,0,1,0,0,1
0,18,0,0,0,1380.4,2.5133333333333336,75.4,1,1,0,0,1,0,0,1,0,0,1,0,4
0,7,1,0,0,609.65,2.8116666666666665,84.35,1,1,0,0,1,0,0,1,0,0,0,0,5
0,59,0,1,1,4194.85,2.4033333333333333,72.1,1,0,0,1,0,0,1,0,1,0,0,1,7
0,70,0,0,1,5917.55,2.8266666666666667,84.8,1,0,0,1,0,0,1,0,1,0,0,1,9
0,40,0,1,1,1077.5,0.8733333333333333,26.2,1,1,0,0,1,0,0,0,0,1,0,0,3
0,34,0,1,0,3688.6,3.5116666666666663,105.35,1,0,0,1,1,0,0,1,0,0,1,0,8
0,5,0,0,0,420.45,2.8433333333333333,85.3,1,0,0,0,1,0,0,1,0,0,0,0,5
1,1,0,0,0,45.65,1.5216666666666667,45.65,1,1,0,0,1,0,0,0,1,0,0,0,3
0,68,0,1,1,2983.65,1.4933333333333332,44.8,0,0,0,0,0,1,0,0,1,0,1,0,4
0,14,0,1,1,263.65,0.6566666666666666,19.7,1,0,0,0,0,0,1,0,0,1,0,0,2
0,19,0,0,0,1682.4,2.9983333333333335,89.95,0,0,0,0,1,0,0,1,0,0,0,1,5
1,4,0,0,0,261.25,2.2883333333333336,68.65,1,0,0,1,1,0,0,0,1,0,0,0,6
0,67,0,0,1,1733.15,0.8416666666666667,25.25,1,0,1,0,0,0,1,0,0,1,0,0,3
0,50,1,0,1,5431.9,3.625,108.75,0,0,0,1,1,0,0,1,0,0,1,0,8
0,43,0,0,0,1463.7,1.1733333333333333,35.2,1,0,1,0,0,1,0,0,1,0,1,0,4
0,59,0,1,1,1192.7,0.6433333333333333,19.3,0,0,1,0,0,0,1,0,0,1,0,0,1
0,27,0,0,0,562.6,0.67,20.1,0,0,0,1,0,1,0,0,0,1,0,0,1
1,22,0,1,1,1422.05,2.038333333333333,61.15,0,0,0,0,1,0,0,0,1,0,1,0,5
0,40,0,0,1,2635.0,2.13,63.9,0,0,0,1,0,1,0,0,1,0,0,0,5
1,37,0,0,1,3754.6,3.3066666666666666,99.2,1,1,0,0,0,1,0,1,0,0,1,1,8
1,15,0,0,0,1111.85,2.658333333333333,79.75,1,1,0,0,1,0,0,1,0,0,0,0,5
0,28,0,0,0,1505.15,1.8299999999999998,54.9,1,0,1,0,1,0,0,0,1,0,0,1,5
1,13,0,0,1,989.45,2.51,75.3,1,0,0,0,0,1,0,0,1,0,0,0,7
0,5,0,0,0,95.55,0.6683333333333333,20.05,0,0,1,0,1,0,0,0,0,1,0,0,1
0,54,0,1,1,3566.7,2.1883333333333335,65.65,1,0,1,0,0,0,1,0,1,0,1,1,7
0,63,0,1,1,2395.05,1.3116666666666668,39.35,0,0,0,1,0,0,1,0,1,0,0,1,4
0,20,0,1,1,406.05,0.6683333333333333,20.05,0,0,0,0,1,0,0,0,0,1,0,0,1
1,46,0,1,0,4822.85,3.506666666666667,105.2,1,0,0,1,0,1,0,1,0,0,1,1,8
0,72,0,0,1,6786.1,3.08,92.4,1,1,0,0,0,0,1,0,1,0,1,1,10
0,71,0,0,1,1888.25,0.8533333333333334,25.6,0,0,1,0,0,0,1,0,0,1,0,0,2
0,32,0,1,1,674.55,0.6483333333333333,19.45,1,0,1,0,1,0,0,0,0,1,0,0,2
0,71,1,0,0,7521.95,3.5300000000000002,105.9,1,1,0,0,0,1,0,1,0,0,0,0,8
0,71,1,0,0,6293.45,2.9949999999999997,89.85,0,0,0,0,0,0,1,0,1,0,1,1,9
0,71,0,0,1,4681.75,2.171666666666667,65.15,0,0,0,1,0,0,1,0,1,0,1,1,6
0,22,0,0,0,1490.4,2.3233333333333333,69.7,1,0,0,0,1,0,0,1,0,0,0,0,3
1,12,0,0,0,1062.1,3.2,96.0,1,1,0,0,1,0,0,1,0,0,0,0,6
0,68,0,1,1,1303.25,0.6649999999999999,19.95,1,0,0,1,0,0,1,0,0,1,0,0,2
0,2,0,0,0,119.5,1.7816666666666667,53.45,0,1,0,0,1,0,0,0,1,0,1,0,4
0,29,1,0,0,1718.95,1.9516666666666667,58.55,1,0,0,1,1,0,0,0,1,0,1,0,6
1,7,0,0,0,293.3,1.3366666666666667,40.1,1,0,1,0,1,0,0,0,1,0,0,0,4
0,12,0,0,0,1043.4,2.665,79.95,1,0,0,1,1,0,0,1,0,0,0,0,4
0,34,0,0,0,1885.15,1.8333333333333333,55.0,0,0,0,0,0,1,0,0,1,0,1,0,4
1,22,0,0,1,1742.75,2.64,79.2,1,1,0,0,1,0,0,0,1,0,1,1,8
1,15,0,1,0,1269.55,2.8633333333333337,85.9,1,0,0,1,1,0,0,1,0,0,0,0,5
0,40,0,0,1,3126.85,2.628333333333333,78.85,1,0,1,0,1,0,0,1,0,0,0,1,5
0,72,0,0,1,6921.7,3.1483333333333334,94.45,1,0,1,0,0,0,1,1,0,0,1,0,7
0,72,0,0,1,3580.95,1.6400000000000001,49.2,1,1,0,0,0,0,1,0,1,0,1,0,6
0,45,0,0,0,3349.1,2.4516666666666667,73.55,0,0,0,0,0,0,1,0,1,0,1,1,6
0,72,0,1,1,8033.1,3.731666666666667,111.95,0,0,0,1,0,0,1,1,0,0,1,1,8
0,71,0,0,1,6388.65,2.9766666666666666,89.3,0,0,1,0,0,0,1,0,1,0,1,1,9
0,18,1,0,1,1011.05,1.97,59.1,1,0,1,0,1,0,0,0,1,0,1,0,5
1,47,0,0,1,4045.65,2.8433333333333333,85.3,1,1,0,0,1,0,0,1,0,0,0,0,5
0,68,1,1,1,3656.25,1.7666666666666666,53.0,1,1,0,0,0,0,1,0,1,0,0,0,6
0,68,0,0,0,5330.2,2.6883333333333335,80.65,1,1,0,0,0,0,1,0,1,0,0,0,8
1,1,0,0,0,84.85,2.828333333333333,84.85,1,1,0,0,1,0,0,1,0,0,0,0,5
0,34,0,0,1,2003.6,2.0283333333333333,60.85,1,0,0,1,1,0,0,0,1,0,1,1,6
0,24,0,0,1,1928.7,2.6550000000000002,79.65,1,0,0,0,1,0,0,1,0,0,0,0,5
0,58,1,1,1,5125.75,2.9949999999999997,89.85,1,0,0,1,0,1,0,1,0,0,1,1,7
1,7,1,0,0,546.95,2.8266666666666667,84.8,1,1,0,0,1,0,0,1,0,0,0,0,5
1,1,0,0,0,50.8,1.6933333333333331,50.8,0,1,0,0,1,0,0,0,1,0,0,0,3
1,7,0,0,0,354.05,1.7,51.0,1,0,0,0,1,0,0,0,1,0,1,0,4
0,37,1,0,1,3371.75,3.0,90.0,0,1,0,0,1,0,0,1,0,0,0,1,5
